Filename,Predictions,Real Values
6271.jpg,Pablo Picasso,The foxes have holes
42978.jpg,Pablo Picasso,Jean Metzinger
87319.jpg,Ilya Repin,Filipp Malyavin
63348.jpg,Pablo Picasso,Simon Hantai
94145.jpg,John Singer Sargent,Giovanni Fattori
3043.jpg,John Singer Sargent,Winston Churchill
85724.jpg,Ivan Aivazovsky,Claude Lorrain
56760.jpg,Marc Chagall,Julio Galan
21180.jpg,Pierre-Auguste Renoir,Ivan Grohar
11885.jpg,Pablo Picasso,Alexander Calder
76767.jpg,John Singer Sargent,Gerard David
91555.jpg,Ilya Repin,Jules Breton
52957.jpg,Ilya Repin,Constant Troyon
6723.jpg,Pablo Picasso,Rafael Zabaleta
42540.jpg,Ilya Repin,Francesco Guardi
97217.jpg,Ivan Aivazovsky,Francesco Guardi
99775.jpg,John Singer Sargent,Pieter Claesz
2744.jpg,John Singer Sargent,Jusepe de Ribera
68652.jpg,Pablo Picasso,Eric Ravilious
26187.jpg,Ivan Aivazovsky,George Morland
93970.jpg,Ivan Aivazovsky,Kimon Loghi
38050.jpg,Ivan Aivazovsky,Paul Serusier
6513.jpg,Pablo Picasso,Ilka Gedo
82797.jpg,Zdislav Beksinski,John Bauer
79133.jpg,John Singer Sargent,Thomas Hill
12432.jpg,Gustave Dore,Juan de Valdes Leal
58850.jpg,John Singer Sargent,Thomas Pollock Anshutz
88441.jpg,John Singer Sargent,Francesco Guardi
45882.jpg,Pablo Picasso,Giorgio Morandi
26372.jpg,Pablo Picasso,Ivan Generalic
44060.jpg,John Singer Sargent,John Simpson 
28483.jpg,Ilya Repin,Patrick Procktor
49328.jpg,Ivan Shishkin,James Charles
11476.jpg,Marc Chagall,Ilka Gedo
37702.jpg,Pierre-Auguste Renoir,Endre Bartos
37264.jpg,John Singer Sargent,Gerard Terborch
26229.jpg,Ilya Repin,Wyndham Lewis
79839.jpg,Pablo Picasso,Stuart Davis
54768.jpg,Ilya Repin,Emily Carr
49198.jpg,Pablo Picasso,Max Weber
56945.jpg,Pablo Picasso,Kazimir Malevich
9131.jpg,Ivan Aivazovsky,Francesco Guardi
26926.jpg,Zdislav Beksinski,Bognor
21734.jpg,Ilya Repin,Sir James Dunn Seated
18348.jpg,Ilya Repin,Frederic Matys Thursz
68710.jpg,Ilya Repin,James Charles
73736.jpg,Pablo Picasso,Hadis-i Şerîfler
33167.jpg,Pablo Picasso,A Corner in the Alhambra 
51139.jpg,John Singer Sargent,Filipp Malyavin
26937.jpg,Pablo Picasso,Rene Bertholo
12974.jpg,Ivan Shishkin,Albert Pinkham Ryder
68677.jpg,Ilya Repin,John Jackson
44478.jpg,John Singer Sargent,Eric Ravilious
86647.jpg,John Singer Sargent,Caravaggio
5707.jpg,John Singer Sargent,Francesco Guardi
96349.jpg,Ivan Aivazovsky,Alexandre Benois
51051.jpg,Ilya Repin,Tsukioka Yoshitoshi
40932.jpg,Pablo Picasso,Arthur Segal
69947.jpg,Pablo Picasso,Ion Alin Gheorghiu
11107.jpg,Pierre-Auguste Renoir,Efim Volkov
89390.jpg,Ivan Shishkin,Giovanni Fattori
12019.jpg,Pablo Picasso,John Bauer
25356.jpg,John Singer Sargent,George Washington Lambert
32370.jpg,Ilya Repin,Gerrit Dou
92008.jpg,Ivan Shishkin,Pavel Svinyin
49039.jpg,Pablo Picasso,Eric Ravilious
41853.jpg,Pablo Picasso,Umberto Boccioni
72916.jpg,Ivan Shishkin,Frederic Edwin Church
84988.jpg,Zdislav Beksinski,George Bouzianis
100049.jpg,John Singer Sargent,Francesco Guardi
6176.jpg,John Singer Sargent,Piero di Cosimo
66695.jpg,John Singer Sargent,Walter Leblanc
21032.jpg,Pablo Picasso,Andrei Rublev
19596.jpg,Ilya Repin,Alekos Kontopoulos 
76438.jpg,Ivan Shishkin,David Bates
94449.jpg,Pablo Picasso,William Scott
100509.jpg,Pablo Picasso,Roger de La Fresnaye
15078.jpg,Ivan Shishkin,Martin Johnson Heade
40822.jpg,John Singer Sargent,Piet Mondrian
74037.jpg,Zdislav Beksinski,Thomas Jones
61259.jpg,Ivan Aivazovsky,Henry William Banks Davis
41275.jpg,Zdislav Beksinski,Sandor Bortnyik
93604.jpg,Zdislav Beksinski,Driven by the spirit
58819.jpg,John Singer Sargent,Pieter Bruegel the Elder
54047.jpg,Ilya Repin,Tsukioka Yoshitoshi
78907.jpg,John Singer Sargent,Sa Nogueira
89757.jpg,Pablo Picasso,Ito Jakuchu
815.jpg,Ivan Shishkin,Efim Volkov
19056.jpg,Pablo Picasso,Ion Alin Gheorghiu
51816.jpg,Ivan Shishkin,Thomas Hill
59740.jpg,Ivan Aivazovsky,Henry William Banks Davis
31025.jpg,Ilya Repin,James Ward 
98277.jpg,Ilya Repin,Giovanni Fattori
33015.jpg,John Singer Sargent,Horace Trenerry
66602.jpg,Ivan Aivazovsky,Thomas Hill
15974.jpg,Marc Chagall,Joan Mitchell
87783.jpg,Pablo Picasso,Ion Alin Gheorghiu
25722.jpg,John Singer Sargent,William Collins
71764.jpg,Ilya Repin,Antonio Mancini
62059.jpg,John Singer Sargent,Francesco Guardi
69214.jpg,Ilya Repin,Stefan Dimitrescu
5728.jpg,Pablo Picasso,Frantisek Kupka
81415.jpg,Zdislav Beksinski,Thomas Hill
97705.jpg,John Singer Sargent,Eugene de Blaas
7128.jpg,Marc Chagall,Martin Johnson Heade
36310.jpg,Ilya Repin,Edwin Austin Abbey
8962.jpg,Zdislav Beksinski,Andrea del Sarto
79543.jpg,John Singer Sargent,Joan Mitchell
7407.jpg,Pablo Picasso,Natalia Goncharova
14862.jpg,Ivan Shishkin,David Bates
56767.jpg,Pablo Picasso,Tihamer Gyarmathy
65344.jpg,Ivan Aivazovsky,Frederic Edwin Church
77166.jpg,Ivan Aivazovsky,Agnes Martin
97190.jpg,Gustave Dore,Frantisek Kupka
81250.jpg,Pablo Picasso,William Scott
17332.jpg,Ivan Shishkin,David Bates
71358.jpg,Pierre-Auguste Renoir,Augustus John
8797.jpg,John Singer Sargent,Giovanni Fattori
294.jpg,Ivan Aivazovsky,John Lavery
50472.jpg,John Singer Sargent,Vasily Sadovnikov
20654.jpg,Pablo Picasso,Ivan Generalic
28812.jpg,John Singer Sargent,Joan Mitchell
89163.jpg,Ivan Shishkin,David Johnson
36039.jpg,Marc Chagall,Nakahara Nantenbo
90052.jpg,Pablo Picasso,Lajos Gulacsy 
39491.jpg,Pablo Picasso,Bice Lazzari
89083.jpg,Pablo Picasso,Hans Hinterreiter
58014.jpg,Pablo Picasso,Piet Mondrian
67622.jpg,Zdislav Beksinski,Ad Reinhardt
2566.jpg,John Singer Sargent,Ivan Generalic
35193.jpg,Marc Chagall,Francisco Pacheco
67826.jpg,Ilya Repin,Matthias Stom
94794.jpg,Pablo Picasso,Frantisek Kupka
36416.jpg,Ilya Repin,James Charles
14795.jpg,John Singer Sargent,Paul Signac
100334.jpg,Pierre-Auguste Renoir,Frank Dicksee
11896.jpg,Pablo Picasso,Qian Xuan
15749.jpg,Ilya Repin,Yiannis Tsaroychis
92891.jpg,Ivan Shishkin,Thomas Jones
47249.jpg,Ivan Shishkin,David Bates
11795.jpg,John Singer Sargent,John Jackson
93826.jpg,Pablo Picasso,Frantisek Kupka
65561.jpg,John Singer Sargent,Giovanni Battista Torriglia
79342.jpg,Ivan Aivazovsky,Ad Reinhardt
58707.jpg,Ilya Repin,Rudolf von Alt
88281.jpg,John Singer Sargent,Balthus
33150.jpg,Pablo Picasso,Richard Lindner
100043.jpg,Zdislav Beksinski,Carlos Saenz de Tejada
77913.jpg,Pablo Picasso,Jean Arp
79610.jpg,Pablo Picasso,Erich Buchholz
88624.jpg,John Singer Sargent,Vilmos Aba-Novak
42427.jpg,John Singer Sargent,Giovanni Fattori
52029.jpg,Ilya Repin,Adriaen Brouwer
12072.jpg,John Singer Sargent,Laszlo Moholy-Nagy
13034.jpg,Pablo Picasso,Nikos Nikolaou
34298.jpg,Pablo Picasso,Suzanne Valadon
95172.jpg,Ilya Repin,Francisco de Zurbaran
79919.jpg,Ivan Shishkin,Ivan Generalic
15858.jpg,John Singer Sargent,Giorgio Vasari
7797.jpg,John Singer Sargent,Mihaly Munkacsy
41917.jpg,Marc Chagall,Constantin Piliuta
3062.jpg,John Singer Sargent,Thomas Hill
95526.jpg,John Singer Sargent,Judith Leyster
5830.jpg,Zdislav Beksinski,Nikolaos Gyzis
39017.jpg,John Singer Sargent,Jusepe de Ribera
69537.jpg,John Singer Sargent,John Simpson 
73109.jpg,Ivan Aivazovsky,Francesco Guardi
69180.jpg,Ivan Aivazovsky,Francesco Guardi
16172.jpg,Pablo Picasso,Ilka Gedo
65056.jpg,John Singer Sargent,Thomas Jones Barker
59880.jpg,Pablo Picasso,Frantisek Kupka
31969.jpg,Marc Chagall,Yosa Buson
14839.jpg,Pablo Picasso,Terry Frost
46169.jpg,Ivan Aivazovsky,Abraham van Strij
27305.jpg,Ivan Shishkin,David Johnson
36412.jpg,Pablo Picasso,Jacopo Bellini
14134.jpg,Ivan Shishkin,David Bates
50060.jpg,Zdislav Beksinski,George Bouzianis
9497.jpg,John Singer Sargent,Francisco de Zurbaran
9056.jpg,Ivan Aivazovsky,Francesco Guardi
84481.jpg,Ilya Repin,Piroska Szanto
41802.jpg,Ivan Aivazovsky,Francesco Guardi
69527.jpg,John Singer Sargent,Max Weber
84941.jpg,Pablo Picasso,Frantisek Kupka
42791.jpg,Pierre-Auguste Renoir,from Beauty and the Beast
13961.jpg,Ilya Repin,Taras Shevchenko
90351.jpg,Ilya Repin,Jose Ferraz de Almeida Junior
96732.jpg,Zdislav Beksinski,Bui Xuan Phai
12369.jpg,Marc Chagall,Jacques Stella
13302.jpg,Pablo Picasso,Sandor Bortnyik
14402.jpg,Pablo Picasso,Fatiha Sûresi ve Bakara Sûresi'nin ilk 4 âyeti
39120.jpg,Pablo Picasso,Galliano Mazzon
1987.jpg,Marc Chagall,Romare Bearden
62751.jpg,John Singer Sargent,Jusepe de Ribera
46076.jpg,Pablo Picasso,Philip Guston
29108.jpg,Ivan Aivazovsky,Francesco Guardi
52162.jpg,Zdislav Beksinski,Johann Koler
92848.jpg,Ivan Shishkin,Victor Borisov-Musatov
17812.jpg,John Singer Sargent,Akseli Gallen-Kallela
69198.jpg,Ivan Shishkin,Henry Herbert La Thangue
60323.jpg,Pablo Picasso,Galliano Mazzon
19769.jpg,Marc Chagall,Kazuo Shiraga
43626.jpg,Pierre-Auguste Renoir,James Charles
101884.jpg,Marc Chagall,Luc-Olivier Merson
84379.jpg,John Singer Sargent,Gabriel Metsu
54288.jpg,Pablo Picasso,Church of the Covenant (Boston) 
101728.jpg,Ivan Shishkin,David Johnson
77858.jpg,Ilya Repin,Adriaen van de Velde
75724.jpg,Pablo Picasso,Joaquín Sorolla
18475.jpg,Ivan Shishkin,Claude Lorrain
6291.jpg,Ilya Repin,Giovanni Fattori
73676.jpg,Ivan Aivazovsky,George Lambert
88120.jpg,Ilya Repin,Antonello da Messina
12665.jpg,John Singer Sargent,Alonzo Cano
96132.jpg,Ilya Repin,Gabriel Metsu
86306.jpg,Pablo Picasso,Ilka Gedo
31351.jpg,Zdislav Beksinski,Victor Pasmore
10887.jpg,Pablo Picasso,Jean Arp
47676.jpg,Pablo Picasso,Ipolit Strambu
92908.jpg,Pablo Picasso,Eliseu Visconti
95708.jpg,Marc Chagall,Balthus
65822.jpg,Marc Chagall,Constantin Piliuta
6632.jpg,Ivan Aivazovsky,Francesco Guardi
32361.jpg,Gustave Dore,Adriaen van de Velde
4061.jpg,Ilya Repin,garrett ames ledbetter
78082.jpg,John Singer Sargent,Parmigianino
58595.jpg,John Singer Sargent,Arthur Streeton
48213.jpg,Pierre-Auguste Renoir,Ivan Generalic
87613.jpg,Pablo Picasso,Ivan Generalic
86516.jpg,Gustave Dore,Agostino Carracci
25428.jpg,Gustave Dore,Agostino Carracci
69092.jpg,Gustave Dore,Agostino Carracci
89019.jpg,Gustave Dore,Eric Ravilious
8630.jpg,Pablo Picasso,Vasile Kazar
92524.jpg,John Singer Sargent,George Hemming Mason
98702.jpg,Ilya Repin,Eugene Brands
84705.jpg,Ilya Repin,Bada Shanren
69928.jpg,John Singer Sargent,Klavdy Lebedev
39866.jpg,Ilya Repin,Lajos Gulacsy 
93600.jpg,John Singer Sargent,George Hemming Mason
20688.jpg,John Singer Sargent,James Ward 
61086.jpg,Pablo Picasso,Johannes Jan Schoonhoven
14347.jpg,Ilya Repin,Ferdynand Ruszczyc
15903.jpg,John Singer Sargent,Joaquín Sorolla
33097.jpg,Pablo Picasso,Ford Madox Brown
23828.jpg,John Singer Sargent,Francesco Guardi
42450.jpg,Ivan Aivazovsky,Claude Lorrain
61736.jpg,John Singer Sargent,Ford Madox Brown
101035.jpg,Ivan Shishkin,Eric Ravilious
71431.jpg,Ilya Repin,Arthur Hughes
54476.jpg,John Singer Sargent,George Hemming Mason
67727.jpg,Ivan Shishkin,Gino Severini
27283.jpg,Pablo Picasso,Kazimir Malevich
23583.jpg,John Singer Sargent,Alexandre Cabanel
18248.jpg,Marc Chagall,Roberto Matta
52675.jpg,John Singer Sargent,William Hamilton
92795.jpg,Ilya Repin,Paolo Uccello
8668.jpg,Ivan Shishkin,Finistere
35360.jpg,Pablo Picasso,Piet Mondrian
71495.jpg,Pablo Picasso,Rafael Zabaleta
42872.jpg,Pierre-Auguste Renoir,Georgios Jakobides
54718.jpg,Ilya Repin,Aleksey Antropov
11435.jpg,Pablo Picasso,Richard Lindner
16396.jpg,Pablo Picasso,Piet Mondrian
31244.jpg,Ivan Aivazovsky,Thomas Jones
71182.jpg,Marc Chagall,Otto Eckmann
85910.jpg,Ivan Shishkin,Istvan Nagy
28391.jpg,Pablo Picasso,Sadamasa Motonaga
8712.jpg,John Singer Sargent,John Jackson
71883.jpg,Pablo Picasso,Henryk Stazewski
89651.jpg,Pablo Picasso,Shibata Zeshin
43212.jpg,Pablo Picasso,Frantisek Kupka
82768.jpg,John Singer Sargent,Gerrit Dou
70515.jpg,John Singer Sargent,Chang Dai-chien
4898.jpg,Pablo Picasso,Jean Arp
75346.jpg,Pablo Picasso,A.Y. Jackson
35279.jpg,Pablo Picasso,Eric Ravilious
30880.jpg,Pablo Picasso,Arthur Hughes
50401.jpg,Gustave Dore,Victor Vasarely
100980.jpg,John Singer Sargent,Joan Mitchell
16389.jpg,Ilya Repin,Alekos Kontopoulos 
53173.jpg,Pablo Picasso,Luis Paret y Alcazar
64054.jpg,Ivan Shishkin,Constantin Piliuta
63392.jpg,Ilya Repin,Thomas Hardy
54832.jpg,Gustave Dore,Gherasim Luca
45241.jpg,Pablo Picasso,Carlos Saenz de Tejada
53734.jpg,Pablo Picasso,Paolo Uccello
48637.jpg,John Singer Sargent,Juan de Valdes Leal
59369.jpg,Gustave Dore,Gherasim Luca
39335.jpg,Pablo Picasso,Antonietta Raphael
30262.jpg,Pablo Picasso,Gunter Fruhtrunk
80134.jpg,Ivan Shishkin,Istvan Nagy
12235.jpg,Pablo Picasso,Istvan Nagy
42715.jpg,Ivan Aivazovsky,Konstantinos Volanakis
10447.jpg,Ivan Shishkin,Yosa Buson
71596.jpg,Zdislav Beksinski,Arthur Streeton
58083.jpg,Pierre-Auguste Renoir,Arthur Streeton
22845.jpg,Zdislav Beksinski,Thomas Jones
13369.jpg,Ilya Repin,John Jackson
42287.jpg,Ivan Aivazovsky,Charles Cottet
92720.jpg,Pablo Picasso,Gabriele Munter
1895.jpg,Pablo Picasso,Ilka Gedo
45542.jpg,John Singer Sargent,Alekos Kontopoulos 
86686.jpg,Ilya Repin,Balthus
35891.jpg,Pierre-Auguste Renoir,Thomas Pollock Anshutz
57016.jpg,Pablo Picasso,William Orpen
98968.jpg,John Singer Sargent,Gherasim Luca
88249.jpg,Ilya Repin,Edmund Dulac
16760.jpg,Gustave Dore,Gherasim Luca
44768.jpg,Pierre-Auguste Renoir,Georgios Jakobides
3642.jpg,Marc Chagall,Ford Madox Brown
51252.jpg,Pablo Picasso,Balthus
15184.jpg,Pablo Picasso,Frans Snyders
43090.jpg,John Singer Sargent,Jean-Baptiste Greuze
27837.jpg,Pablo Picasso,Illustration for 'Memories of Surrealism'
77502.jpg,Marc Chagall,Ford Madox Brown
96001.jpg,Pablo Picasso,Vladimir Dimitrov
56076.jpg,Marc Chagall,Richard Lindner
97731.jpg,Pablo Picasso,Richard Lindner
75516.jpg,John Singer Sargent,Francisco de Zurbaran
42561.jpg,Zdislav Beksinski,John Cage
27844.jpg,John Singer Sargent,Charles Demuth
57595.jpg,Pablo Picasso,Carlo Crivelli
97811.jpg,Zdislav Beksinski,Eric Ravilious
96083.jpg,Ivan Aivazovsky,Abraham van Strij
73956.jpg,Pablo Picasso,Sonia Delaunay
75091.jpg,Pablo Picasso,Andre Masson
74227.jpg,John Singer Sargent,Albert Gleizes
17463.jpg,Ilya Repin,Adriaen van Ostade
26540.jpg,Marc Chagall,Richard Lindner
36636.jpg,John Singer Sargent,Eugene de Blaas
54762.jpg,John Singer Sargent,William Holman Hunt
36861.jpg,John Singer Sargent,Giovanni Domenico Tiepolo
23378.jpg,Pablo Picasso,Sergei Parajanov
74324.jpg,Marc Chagall,Alekos Kontopoulos 
27463.jpg,John Singer Sargent,Caravaggio
36806.jpg,John Singer Sargent,Monhegan
23388.jpg,John Singer Sargent,Giuseppe Arcimboldo
59681.jpg,Zdislav Beksinski,George Morland
69100.jpg,Ivan Aivazovsky,Eric Ravilious
41993.jpg,Zdislav Beksinski,George Hemming Mason
99728.jpg,John Singer Sargent,Alexandre Benois
33759.jpg,John Singer Sargent,Joan Mitchell
96945.jpg,John Singer Sargent,Francisco de Zurbaran
97022.jpg,Pablo Picasso,Ilka Gedo
53559.jpg,Pablo Picasso,Vasile Dobrian
101958.jpg,Ilya Repin,Bada Shanren
91478.jpg,Pablo Picasso,Lajos Gulacsy 
19456.jpg,Zdislav Beksinski,Henry Fuseli
82459.jpg,Ivan Shishkin,Winston Churchill
56228.jpg,John Singer Sargent,Joan Mitchell
17190.jpg,Pablo Picasso,Balthus
26768.jpg,Ivan Shishkin,J. E. H. MacDonald
68240.jpg,Pierre-Auguste Renoir,Martin Johnson Heade
68744.jpg,Pablo Picasso,Pablo Palazuelo
93201.jpg,Pablo Picasso,Vasile Dobrian
8065.jpg,John Singer Sargent,John Jackson
15387.jpg,Pablo Picasso,Domenico Veneziano
101274.jpg,Ivan Aivazovsky,Jules Breton
15864.jpg,Pierre-Auguste Renoir,John Jackson
14140.jpg,Marc Chagall,Esteban Frances
17790.jpg,Ilya Repin,George Pemba
88691.jpg,Zdislav Beksinski,Eric Ravilious
44413.jpg,John Singer Sargent,Augustus John
72031.jpg,Pablo Picasso,Richard Lindner
93850.jpg,Ilya Repin,Rene Duvillier
20353.jpg,Zdislav Beksinski,Jiro Yoshihara
87928.jpg,Marc Chagall,Maria Helena Vieira da Silva
78428.jpg,Marc Chagall,Ford Madox Brown
133.jpg,Ivan Shishkin,Frederic Bazille
92570.jpg,Ilya Repin,James Ward 
97616.jpg,Gustave Dore,Bernardo Bellotto
3898.jpg,John Singer Sargent,Ivan Generalic
32020.jpg,Zdislav Beksinski,Francesco Guardi
3852.jpg,Pablo Picasso,Utagawa Toyokuni
57906.jpg,Pablo Picasso,Henry Darger
48154.jpg,Ilya Repin,John Jackson
41570.jpg,John Singer Sargent,Jose Ferraz de Almeida Junior
14138.jpg,Pablo Picasso,Hildegard of Bingen
29249.jpg,Ilya Repin,George Bellows
26417.jpg,Pablo Picasso,Gino Severini
88395.jpg,Pablo Picasso,Natalia Goncharova
2306.jpg,John Singer Sargent,Laura Knight
53875.jpg,Ilya Repin,John Jackson
18915.jpg,Marc Chagall,Tarsila do Amaral
22264.jpg,Zdislav Beksinski,Felix Labisse
100924.jpg,Ivan Aivazovsky,John Cage
10281.jpg,John Singer Sargent,William Orpen
5684.jpg,Ilya Repin,John Jackson
80142.jpg,Pablo Picasso,Corneille
57958.jpg,Marc Chagall,Ivan Albright
9774.jpg,Ivan Shishkin,George Morland
44094.jpg,Pablo Picasso,Max Beckmann
80651.jpg,Ilya Repin,John Jackson
67627.jpg,Ivan Shishkin,Pericles Pantazis 
49175.jpg,John Singer Sargent,Francesco Guardi
10827.jpg,Pablo Picasso,Walasse Ting
30422.jpg,Pablo Picasso,George Henry
60193.jpg,Marc Chagall,Saul Steinberg
37183.jpg,Marc Chagall,Ford Madox Brown
55485.jpg,John Singer Sargent,John Jackson
35654.jpg,John Singer Sargent,Bristol Quay
101777.jpg,Marc Chagall,Victor Pasmore
45259.jpg,Pablo Picasso,Balthus
95235.jpg,Pablo Picasso,Boris Margo
83974.jpg,Pablo Picasso,Laura Knight
5499.jpg,Pablo Picasso,Louis Marcoussis
88781.jpg,Marc Chagall,Muhammed (A.S.)
90466.jpg,Ivan Aivazovsky,Paritosh Sen
73158.jpg,Pablo Picasso,Philip Guston
44789.jpg,Pablo Picasso,Ford Madox Brown
97662.jpg,John Singer Sargent,Jean-Baptiste-Simeon Chardin
61317.jpg,John Singer Sargent,John Jackson
9536.jpg,John Singer Sargent,John Jackson
68237.jpg,Marc Chagall,Esteban Frances
41949.jpg,Ivan Aivazovsky,Charles Demuth
80391.jpg,Ilya Repin,John Jackson
66921.jpg,Pierre-Auguste Renoir,Armand Guillaumin
83501.jpg,John Singer Sargent,Jusepe de Ribera
62057.jpg,Ivan Shishkin,Arthur Hughes
45964.jpg,Ivan Shishkin,Taras Shevchenko
33370.jpg,John Singer Sargent,Gilbert Stuart
51636.jpg,Pablo Picasso,Balthus
11025.jpg,John Singer Sargent,Armand Guillaumin
98530.jpg,John Singer Sargent,John Jackson
75855.jpg,Ilya Repin,Eric Ravilious
32686.jpg,Zdislav Beksinski,Aelbert Cuyp
4987.jpg,Ilya Repin,Sebastien Bourdon
1654.jpg,Marc Chagall,Bela Czobel
103066.jpg,Pablo Picasso,Otto Gustav Carlsund
35937.jpg,Ilya Repin,Theodule Ribot
94055.jpg,Ivan Aivazovsky,Volodymyr Orlovsky
35669.jpg,Pablo Picasso,Armand Guillaumin
26014.jpg,Pierre-Auguste Renoir,Armand Guillaumin
28480.jpg,Pablo Picasso,Angel Planells
41875.jpg,Ilya Repin,Henry Herbert La Thangue
21460.jpg,Marc Chagall,Toyen
27285.jpg,John Singer Sargent,Francisco de Zurbaran
81904.jpg,John Singer Sargent,Giovanni Fattori
55844.jpg,John Singer Sargent,John Jackson
22724.jpg,John Singer Sargent,Aurel Cojan
5450.jpg,Pablo Picasso,Antonio Palolo
19725.jpg,Ivan Shishkin,Rudolf von Alt
43770.jpg,Ilya Repin,William Orpen
19216.jpg,Pablo Picasso,Ford Madox Brown
23043.jpg,John Singer Sargent,Frederic Edwin Church
37277.jpg,Pablo Picasso,Antonietta Raphael
20204.jpg,Zdislav Beksinski,Pierre Tal-Coat
90712.jpg,Ilya Repin,Ford Madox Brown
38489.jpg,Ilya Repin,George Hemming Mason
27653.jpg,Zdislav Beksinski,Rufino Tamayo
76581.jpg,Pablo Picasso,Philip Guston
8649.jpg,Pablo Picasso,Andre Masson
94966.jpg,Ilya Repin,John Jackson
34962.jpg,John Singer Sargent,John Jackson
101050.jpg,Pablo Picasso,Francisco Pacheco
95647.jpg,Pablo Picasso,Christo Coetzee
56923.jpg,Pablo Picasso,Ford Madox Brown
36153.jpg,Marc Chagall,Ford Madox Brown
86311.jpg,Ivan Aivazovsky,Aelbert Cuyp
68516.jpg,Gustave Dore,Albin Brunovsky
6182.jpg,John Singer Sargent,Frederic Bazille
27166.jpg,John Singer Sargent,William Collins
5518.jpg,John Singer Sargent,Jose Ferraz de Almeida Junior
67694.jpg,Marc Chagall,Jacques Villon
57651.jpg,Ivan Shishkin,David Johnson
26742.jpg,Ivan Shishkin,Frantisek Kupka
64880.jpg,John Singer Sargent,Gilbert Stuart
67770.jpg,Ivan Aivazovsky,Taras Shevchenko
42564.jpg,Gustave Dore,Abraham van Strij
30292.jpg,Pablo Picasso,Mario Ballocco
28028.jpg,Pablo Picasso,Le Corbusier
39607.jpg,Marc Chagall,Bada Shanren
25047.jpg,Pablo Picasso,Ford Madox Brown
763.jpg,John Singer Sargent,Ivan Albright
40322.jpg,John Singer Sargent,Laura Knight
10134.jpg,Ivan Aivazovsky,George Lambert
54116.jpg,Ivan Shishkin,George Hemming Mason
19400.jpg,Marc Chagall,Ford Madox Brown
76255.jpg,Pablo Picasso,Umberto Boccioni
94148.jpg,Pierre-Auguste Renoir,Victor Borisov-Musatov
70775.jpg,Pablo Picasso,Candido Portinari
34150.jpg,Pierre-Auguste Renoir,William Shayer
77521.jpg,Pablo Picasso,Albert Pinkham Ryder
40069.jpg,Marc Chagall,Ford Madox Brown
21965.jpg,Pablo Picasso,Carlos Saenz de Tejada
32279.jpg,Ilya Repin,Giovanni Fattori
42480.jpg,Pablo Picasso,Andre Lanskoy
43819.jpg,John Singer Sargent,Juan de Valdes Leal
69321.jpg,John Singer Sargent,Rosa Bonheur
57974.jpg,Pablo Picasso,36
2258.jpg,John Singer Sargent,William James Glackens
90834.jpg,John Singer Sargent,Filipp Malyavin
49329.jpg,John Singer Sargent,John Jackson
52304.jpg,Pablo Picasso,Angel Planells
14076.jpg,Pablo Picasso,Taras Shevchenko
42034.jpg,John Singer Sargent,A.Y. Jackson
15046.jpg,John Singer Sargent,Vilmos Aba-Novak
28750.jpg,Pablo Picasso,Francisco de Zurbaran
7932.jpg,Pierre-Auguste Renoir,Laura Knight
60780.jpg,Pierre-Auguste Renoir,Armand Guillaumin
13991.jpg,Marc Chagall,Kees van Dongen
83325.jpg,Pablo Picasso,El Lissitzky
52945.jpg,John Singer Sargent,Francisco de Zurbaran
70907.jpg,John Singer Sargent,John Simpson 
72612.jpg,Ivan Aivazovsky,Thomas Jones
23152.jpg,Zdislav Beksinski,Giorgio Morandi
96411.jpg,Zdislav Beksinski,Esteban Frances
84181.jpg,Marc Chagall,Ivan Generalic
67445.jpg,Gustave Dore,Morris Graves
52215.jpg,Pablo Picasso,Toyen
100675.jpg,Pablo Picasso,Ligia Macovei
2493.jpg,Ilya Repin,Leon Arthur Tutundjian
60099.jpg,Marc Chagall,Alekos Kontopoulos 
26825.jpg,Marc Chagall,Mustafa Duzgunman
96585.jpg,Ilya Repin,Gabriel Metsu
57152.jpg,Ivan Aivazovsky,David Bates
45432.jpg,Gustave Dore,Ivan Generalic
21232.jpg,Pablo Picasso,Serge Sudeikin
88894.jpg,John Singer Sargent,William Collins
75746.jpg,Pierre-Auguste Renoir,John Jackson
40432.jpg,John Singer Sargent,William Orpen
99483.jpg,Marc Chagall,Laura Knight
54955.jpg,Ivan Aivazovsky,David Roberts
19007.jpg,Pablo Picasso,Ford Madox Brown
10113.jpg,John Singer Sargent,Eugene de Blaas
61302.jpg,Ilya Repin,Piroska Szanto
56783.jpg,John Singer Sargent,Jusepe de Ribera
67070.jpg,Marc Chagall,Ligia Macovei
58800.jpg,Marc Chagall,Qi Baishi
76085.jpg,Pablo Picasso,Qi Baishi
83802.jpg,Ilya Repin,Frank Dicksee
83924.jpg,Ivan Aivazovsky,andrea loney
21322.jpg,Ilya Repin,Ogata Gekko
54557.jpg,Ivan Aivazovsky,Edward Corbett
78042.jpg,Marc Chagall,Philip Guston
52811.jpg,John Singer Sargent,Laura Knight
59870.jpg,Marc Chagall,Antonietta Raphael
85304.jpg,John Singer Sargent,John Jackson
96293.jpg,John Singer Sargent,John Bauer
91011.jpg,Marc Chagall,Ivan Generalic
81348.jpg,John Singer Sargent,Frits Thaulow
23477.jpg,John Singer Sargent,Maxfield Parrish
71204.jpg,Ivan Aivazovsky,Taras Shevchenko
7405.jpg,Zdislav Beksinski,Esteban Frances
25864.jpg,Ilya Repin,William James Glackens
