Filename,Predictions,Real Values
2648.jpg,Theophile Steinlen,Frederic Edwin Church
169.jpg,Boris Kustodiev,Hans Hofmann
3006.jpg,Vincent van Gogh,Nicholas Roerich
95115.jpg,Camille Corot,Frederic Edwin Church
63219.jpg,Camille Corot,Giovanni Battista Torriglia
59600.jpg,Edgar Degas,Adriaen Brouwer
72195.jpg,Edgar Degas,Umberto Boccioni
61114.jpg,Camille Corot,Ivan Aivazovsky
55262.jpg,Camille Corot,Ivan Aivazovsky
44049.jpg,Vincent van Gogh,Konstantin Makovsky
28710.jpg,Edgar Degas,Konstantin Makovsky
56287.jpg,Boris Kustodiev,Mikhail Nesterov
15821.jpg,Camille Corot,Ivan Kramskoy
63578.jpg,Boris Kustodiev,Jacopo Bellini
102750.jpg,Pyotr Konchalovsky,Raoul Dufy
2838.jpg,Boris Kustodiev,Salvador Dali
52718.jpg,Pyotr Konchalovsky,Janos Mattis-Teutsch
92709.jpg,Theophile Steinlen,Henryk Stazewski
94781.jpg,Camille Pissarro,Edouard Cortes
49048.jpg,Camille Corot,Ivan Aivazovsky
5972.jpg,Pierre-Auguste Renoir,Antoine Blanchard
40420.jpg,Camille Corot,Ivan Kramskoy
48462.jpg,Vincent van Gogh,Philip Wilson Steer
34262.jpg,Vincent van Gogh,Egon Schiele
20607.jpg,Boris Kustodiev,Enrico Prampolini
97922.jpg,Camille Corot,Konstantin Makovsky
99502.jpg,Boris Kustodiev,Vladimir Makovsky
25071.jpg,Camille Pissarro,Alfred Sisley
94716.jpg,Eugene Boudin,Gustave Courbet
28327.jpg,Boris Kustodiev,Valentin Serov
20131.jpg,Boris Kustodiev,Carl Larsson
9701.jpg,Camille Pissarro,Winslow Homer
88162.jpg,Pierre-Auguste Renoir,John Henry Twachtman
56511.jpg,Pyotr Konchalovsky,Alexej von Jawlensky
93295.jpg,Camille Corot,Thomas Hill
40622.jpg,Vincent van Gogh,Childe Hassam
33510.jpg,Boris Kustodiev,Alfredo Volpi
641.jpg,Boris Kustodiev,Constantin Piliuta
31100.jpg,Boris Kustodiev,Janos Mattis-Teutsch
71356.jpg,Edgar Degas,Zinaida Serebriakova
59846.jpg,Edgar Degas,Egon Schiele
98819.jpg,Eugene Boudin,David Johnson
52286.jpg,Edgar Degas,Pyotr Konchalovsky
35488.jpg,Theophile Steinlen,Vajda Lajos
90911.jpg,Eugene Boudin,Pierre Bonnard
26830.jpg,Gustave Dore,Aleksey Savrasov
100755.jpg,Camille Pissarro,Thomas Cole
5240.jpg,Pierre-Auguste Renoir,Konstantin Makovsky
91119.jpg,Edgar Degas,Vasile Popescu
76841.jpg,Edgar Degas,Ilya Repin
29810.jpg,Vincent van Gogh,Ivan Shishkin
46735.jpg,Pyotr Konchalovsky,Mary Cassatt
54934.jpg,Boris Kustodiev,Ion Pacea
41213.jpg,Edgar Degas,Hans Holbein the Younger
96321.jpg,Camille Pissarro,Vasily Polenov
93224.jpg,Edgar Degas,Gustave Dore
84123.jpg,Camille Corot,Frederic Edwin Church
53168.jpg,Pyotr Konchalovsky,Giovanni Battista Tiepolo
1871.jpg,Camille Corot,James Webb 
71599.jpg,Camille Corot,John Jackson
56454.jpg,Pyotr Konchalovsky,Edward Wadsworth
13111.jpg,Camille Pissarro,Rosa Bonheur
13475.jpg,Eugene Boudin,Canaletto
50170.jpg,Edgar Degas,Thomas Sully
21054.jpg,Camille Corot,Julian Alden Weir
67674.jpg,Boris Kustodiev,Aleksandr Deyneka
11785.jpg,Camille Corot,Camille Corot
60132.jpg,Theophile Steinlen,Anders Zorn
18714.jpg,Camille Pissarro,Louis Comfort Tiffany
16060.jpg,Camille Corot,Aleksey Savrasov
90919.jpg,Camille Pissarro,Isaac Levitan
17257.jpg,Vincent van Gogh,Isaac Levitan
65636.jpg,Vincent van Gogh,Isaac Levitan
5214.jpg,Theophile Steinlen,Konstantin Somov
31306.jpg,Camille Pissarro,Victor Borisov-Musatov
63742.jpg,Eugene Boudin,Eugene Boudin
25843.jpg,Pierre-Auguste Renoir,Maurice Quentin de La Tour
20737.jpg,Camille Pissarro,George Hemming Mason
79896.jpg,Pierre-Auguste Renoir,Thomas Lawrence
94416.jpg,Vincent van Gogh,Alfred Wallis
20577.jpg,Boris Kustodiev,Giotto
61534.jpg,Edgar Degas,Amedeo Modigliani
103121.jpg,Pierre-Auguste Renoir,Federico Zandomeneghi
89648.jpg,Eugene Boudin,Antoine Blanchard
71376.jpg,Vincent van Gogh,Ivan Aivazovsky
93830.jpg,Pierre-Auguste Renoir,Jan Matejko
9683.jpg,Vincent van Gogh,Maurice Quentin de La Tour
16635.jpg,Camille Corot,Camille Corot
14112.jpg,Vincent van Gogh,Konstantin Somov
71873.jpg,Edgar Degas,Zinaida Serebriakova
76996.jpg,Camille Corot,Franz Richard Unterberger
92560.jpg,Vincent van Gogh,Isaac Levitan
33064.jpg,Edgar Degas,Franz Richard Unterberger
71397.jpg,Boris Kustodiev,Boris Kustodiev
8020.jpg,Camille Pissarro,Ivan Shishkin
66525.jpg,Edgar Degas,Konstantin Makovsky
16600.jpg,Eugene Boudin,Ivan Aivazovsky
25267.jpg,Camille Corot,John Martin
93483.jpg,Pyotr Konchalovsky,Hieronymus Bosch
44394.jpg,Camille Corot,George Romney
91636.jpg,Pyotr Konchalovsky,George Morland
96392.jpg,Camille Corot,John Jackson
51024.jpg,Theophile Steinlen,Cagnaccio di San Pietro
8309.jpg,Boris Kustodiev,Kazimir Malevich
57039.jpg,Vincent van Gogh,Pierre Bonnard
39249.jpg,Theophile Steinlen,Raphael
62924.jpg,Camille Corot,Albert Pinkham Ryder
69827.jpg,Pyotr Konchalovsky,Theo van Rysselberghe
79149.jpg,Edgar Degas,John Singleton Copley
80089.jpg,Edgar Degas,Carl Larsson
67240.jpg,Theophile Steinlen,Juan Gris
95287.jpg,Camille Corot,Thomas Hill
73659.jpg,Camille Pissarro,Vasily Vereshchagin
95785.jpg,Edgar Degas,Nicolae Tonitza
47387.jpg,Edgar Degas,John Everett Millais
60932.jpg,Pyotr Konchalovsky,Ligia Macovei
38818.jpg,Camille Pissarro,Aleksey Savrasov
9960.jpg,Edgar Degas,Zinaida Serebriakova
59382.jpg,Edgar Degas,Vasily Surikov
43853.jpg,Eugene Boudin,Ivan Aivazovsky
83752.jpg,Vincent van Gogh,Francesco Guardi
77894.jpg,Theophile Steinlen,Anders Zorn
54581.jpg,Theophile Steinlen,Sa Nogueira
72546.jpg,Pierre-Auguste Renoir,Andrea del Sarto
22738.jpg,Edgar Degas,Kees van Dongen
69728.jpg,Vincent van Gogh,William Orpen
75924.jpg,Gustave Dore,Gustave Dore
100220.jpg,Pyotr Konchalovsky,Ilya Mashkov
93094.jpg,Edgar Degas,Maurice Quentin de La Tour
41038.jpg,Pierre-Auguste Renoir,Vasily Perov
46267.jpg,Boris Kustodiev,Boris Kustodiev
24310.jpg,Boris Kustodiev, Wassily Kandinsky
33791.jpg,Edgar Degas,Maurice Quentin de La Tour
91257.jpg,Pierre-Auguste Renoir,Pierre Bonnard
92195.jpg,Edgar Degas,Egon Schiele
79676.jpg,Camille Corot,Isaac Levitan
51700.jpg,Vincent van Gogh,Vasily Polenov
2094.jpg,Pyotr Konchalovsky,Zinaida Serebriakova
58326.jpg,Eugene Boudin,Antoine Blanchard
69325.jpg,Pyotr Konchalovsky,Sandro Botticelli
25924.jpg,Edgar Degas,Sa Nogueira
98000.jpg,Vincent van Gogh,Albert Dubois-Pillet
87588.jpg,Vincent van Gogh,andrea loney
30339.jpg,Eugene Boudin,James Charles
60824.jpg,Edgar Degas,Charles M. Russell
15695.jpg,Vincent van Gogh,Salvador Dali
44737.jpg,Camille Pissarro,Maurice Prendergast
38821.jpg,Camille Corot,Ivan Aivazovsky
35430.jpg,Camille Pissarro,Ivan Shishkin
29319.jpg,Vincent van Gogh,Vasily Vereshchagin
83172.jpg,Camille Pissarro,Isaac Levitan
67083.jpg,Pyotr Konchalovsky,Sandro Botticelli
97966.jpg,Boris Kustodiev,Janos Mattis-Teutsch
71879.jpg,Eugene Boudin,T. C. Steele
17572.jpg,Theophile Steinlen,Andre Bauchant
39038.jpg,Theophile Steinlen,William Merritt Chase
84670.jpg,Pierre-Auguste Renoir,Mary Cassatt
33462.jpg,Vincent van Gogh,Pericles Pantazis 
88422.jpg,Pyotr Konchalovsky,Maurice Prendergast
73908.jpg,Vincent van Gogh, Wassily Kandinsky
24003.jpg,Theophile Steinlen,Qiu Ying
64116.jpg,Camille Pissarro,Bernardo Bellotto
64720.jpg,Vincent van Gogh,John Atkinson Grimshaw
67393.jpg,Theophile Steinlen,Sheikh Hamdullah
61836.jpg,Camille Corot,Joaquín Sorolla
100416.jpg,Boris Kustodiev,Filipp Malyavin
85935.jpg,Pierre-Auguste Renoir,Louis Comfort Tiffany
95043.jpg,Vincent van Gogh,David Burliuk
67414.jpg,Theophile Steinlen,Raphael Kirchner
64552.jpg,Camille Corot,Hubert Robert
32663.jpg,Vincent van Gogh,Henri-Edmond Cross
47867.jpg,Edgar Degas,Childe Hassam
84438.jpg,Theophile Steinlen,El Greco
70105.jpg,Vincent van Gogh,Diego Velazquez
59196.jpg,Theophile Steinlen,Orest Kiprensky
26789.jpg,Vincent van Gogh,garrett ames ledbetter
24516.jpg,Edgar Degas,Charles Demuth
69139.jpg,Vincent van Gogh,Odilon Redon
53879.jpg,Pyotr Konchalovsky,Kazuo Shiraga
65332.jpg,Vincent van Gogh,Arkhip Kuindzhi
3573.jpg,Eugene Boudin,Konstantin Korovin
81184.jpg,Vincent van Gogh,Ivan Shishkin
24635.jpg,Pyotr Konchalovsky,Andre Lanskoy
7721.jpg,Boris Kustodiev,Valentin Serov
97319.jpg,Camille Corot,Camille Corot
30923.jpg,Camille Pissarro,Aleksey Savrasov
31431.jpg,Vincent van Gogh,Antonio Ligabue
16559.jpg,Edgar Degas,Ilya Repin
51657.jpg,Camille Corot,George Romney
62565.jpg,Camille Corot,John Jackson
35331.jpg,Boris Kustodiev,Henry Herbert La Thangue
22959.jpg,Edgar Degas,John Jackson
102778.jpg,Pierre-Auguste Renoir,Tom Roberts
76805.jpg,Camille Corot,Wilhelm Kotarbinski
98260.jpg,Edgar Degas,Luca Signorelli
28141.jpg,Vincent van Gogh,Julian Alden Weir
44145.jpg,Vincent van Gogh,Alexey Zubov
90641.jpg,Pyotr Konchalovsky,Maxime Maufra
26969.jpg,Eugene Boudin,Ivan Aivazovsky
18604.jpg,Theophile Steinlen,Mario Cesariny
55545.jpg,Gustave Dore,Ivan Shishkin
57917.jpg,Pierre-Auguste Renoir,Vasily Vereshchagin
61567.jpg,Pierre-Auguste Renoir,Henri Fantin-Latour
38675.jpg,Theophile Steinlen,Mikhail Vrubel
8237.jpg,Vincent van Gogh,Kuzma Petrov-Vodkin
32921.jpg,Theophile Steinlen,Konstantin Korovin
18743.jpg,Camille Pissarro,Vasily Polenov
11984.jpg,Gustave Dore,Ivan Shishkin
86231.jpg,Edgar Degas,Maurice Prendergast
39129.jpg,Camille Corot,Frederic Edwin Church
39923.jpg,Camille Pissarro,Frederic Edwin Church
16053.jpg,Boris Kustodiev,Nicholas Roerich
80329.jpg,Edgar Degas,Edouard Vuillard
96160.jpg,Boris Kustodiev,Seraphs
21851.jpg,Eugene Boudin,Eugene Boudin
93871.jpg,Boris Kustodiev,John Singleton Copley
54705.jpg,Theophile Steinlen,Viktor Vasnetsov
25739.jpg,Pyotr Konchalovsky,Maurice Utrillo
74793.jpg,Camille Pissarro,Alfred Wallis
37887.jpg,Vincent van Gogh,Josef Herman
30647.jpg,Pyotr Konchalovsky,Berthe Morisot
88792.jpg,Edgar Degas,Pierre Bonnard
90879.jpg,Theophile Steinlen,Toyohara Chikanobu
78527.jpg,Boris Kustodiev,Boris Kustodiev
31441.jpg,Camille Pissarro,Eugene Boudin
23116.jpg,Camille Corot,Bernardo Bellotto
42266.jpg,Theophile Steinlen,Martin Kippenberger
39341.jpg,Pyotr Konchalovsky,Leon Bakst
79401.jpg,Theophile Steinlen,Egon Schiele
51629.jpg,Boris Kustodiev,Maurice Prendergast
80510.jpg,Pyotr Konchalovsky,Ilya Mashkov
102475.jpg,Theophile Steinlen,Natori Shunsen
14617.jpg,Theophile Steinlen,Leonardo da Vinci
64443.jpg,Edgar Degas,Andre Derain
11749.jpg,Camille Pissarro,Gustave Loiseau
42720.jpg,Pierre-Auguste Renoir,John Jackson
14798.jpg,Edgar Degas,George Hemming Mason
55694.jpg,Camille Corot,John Henry Twachtman
99953.jpg,Boris Kustodiev,Vladimir Makovsky
56704.jpg,Camille Pissarro,Mikhail Nesterov
40748.jpg,Edgar Degas,Ipolit Strambu
27728.jpg,Vincent van Gogh,Octav Bancila
44432.jpg,Vincent van Gogh,Isaac Levitan
89425.jpg,Gustave Dore,Karl Bryullov
70366.jpg,Boris Kustodiev,Paul Klee
94341.jpg,Camille Pissarro,Fyodor Vasilyev
52465.jpg,Vincent van Gogh,Ivan Shishkin
75158.jpg,Theophile Steinlen,William Blake
38191.jpg,Gustave Dore,Gustave Dore
22579.jpg,Edgar Degas,Raphael
61771.jpg,Camille Corot,Robert Henri
5065.jpg,Camille Pissarro,Konstantin Yuon
14698.jpg,Vincent van Gogh,Salvador Dali
58875.jpg,Camille Pissarro,Alfred Sisley
98303.jpg,Vincent van Gogh,Pyotr Konchalovsky
6380.jpg,Camille Corot,Eugene Delacroix
68081.jpg,Camille Pissarro,Antoine Blanchard
79137.jpg,Camille Corot,Robert Henri
53832.jpg,Vincent van Gogh,Paul Klee
72668.jpg,Camille Corot,Adriaen Brouwer
13899.jpg,Edgar Degas,Antonello da Messina
48611.jpg,Camille Pissarro,Zinaida Serebriakova
15209.jpg,Camille Pissarro,Isaac Levitan
68534.jpg,Vincent van Gogh,Frederic Remington
83016.jpg,Camille Corot,Raphael
99964.jpg,Pierre-Auguste Renoir,Childe Hassam
90599.jpg,Camille Corot,William Merritt Chase
51036.jpg,Edgar Degas,Christian Schad
85500.jpg,Camille Pissarro,Camille Corot
22021.jpg,Eugene Boudin,David Teniers the Younger
42645.jpg,Vincent van Gogh,Francesco Guardi
609.jpg,Vincent van Gogh,Vasily Surikov
33754.jpg,Vincent van Gogh,Martin Schongauer
19218.jpg,Eugene Boudin,Ivan Aivazovsky
98117.jpg,Vincent van Gogh,Theodor Severin Kittelsen
26910.jpg,Camille Corot,Ivan Shishkin
79823.jpg,Camille Corot,Camille Corot
71809.jpg,Edgar Degas,Robert G. Harris
55515.jpg,Vincent van Gogh,Emily Carr
7613.jpg,Vincent van Gogh,Paul Gauguin
12904.jpg,Theophile Steinlen,Georgios Jakobides
26081.jpg,Pyotr Konchalovsky,Maurice Prendergast
44937.jpg,Edgar Degas,Lajos Gulacsy 
12610.jpg,Vincent van Gogh,James McNeill Whistler
594.jpg,Vincent van Gogh,Hiroshige
94811.jpg,Vincent van Gogh,John Bauer
82046.jpg,Pyotr Konchalovsky,Konstantin Yuon
62610.jpg,Theophile Steinlen,Yosa Buson
4687.jpg,Theophile Steinlen,James Tissot
74082.jpg,Camille Corot,Carl Bloch
8146.jpg,Pierre-Auguste Renoir,El Greco
32401.jpg,Theophile Steinlen,Vasile Kazar
18472.jpg,Camille Corot,John Everett Millais
74958.jpg,Camille Corot,Camille Corot
87161.jpg,Boris Kustodiev,Edwin Lord Weeks
93316.jpg,Theophile Steinlen,Albert Gleizes
68061.jpg,Eugene Boudin,Edwin Lord Weeks
55756.jpg,Vincent van Gogh,Kuzma Petrov-Vodkin
61328.jpg,Camille Pissarro,Valentin Serov
5726.jpg,Gustave Dore,Johannes Jan Schoonhoven
83853.jpg,Camille Pissarro,Edwin Lord Weeks
46079.jpg,Edgar Degas,Karl Bryullov
11250.jpg,Eugene Boudin,Lev Lagorio
52081.jpg,Theophile Steinlen,Konstantin Somov
19899.jpg,Camille Corot,Ivan Aivazovsky
100354.jpg,Camille Corot,Juan de Valdes Leal
10921.jpg,Edgar Degas,James McNeill Whistler
46733.jpg,Vincent van Gogh,Dante Gabriel Rossetti
25273.jpg,Theophile Steinlen,Giotto
56202.jpg,Theophile Steinlen,Raphael Kirchner
46809.jpg,Vincent van Gogh,Caspar David Friedrich
53043.jpg,Edgar Degas,George Morland
101665.jpg,Pyotr Konchalovsky,John Bratby
15323.jpg,Boris Kustodiev,James Charles
21684.jpg,Theophile Steinlen,Luca Giordano
34294.jpg,Pyotr Konchalovsky,Samuel Peploe
28773.jpg,Pierre-Auguste Renoir,Antoine Blanchard
24434.jpg,Pyotr Konchalovsky,Paul Gauguin
84018.jpg,Edgar Degas,Frederic Bazille
52599.jpg,Boris Kustodiev,Vasily Polenov
88721.jpg,Edgar Degas,Zinaida Serebriakova
98829.jpg,Pierre-Auguste Renoir,Michelangelo
20474.jpg,Edgar Degas,Henri-Edmond Cross
79056.jpg,Camille Pissarro,Camille Corot
30135.jpg,Edgar Degas,Henri Martin
26612.jpg,Theophile Steinlen,Rembrandt
60481.jpg,Camille Corot,John Jackson
98757.jpg,Pierre-Auguste Renoir,Odilon Redon
84507.jpg,Vincent van Gogh,Nicholas Roerich
11333.jpg,Camille Corot,Rembrandt
56825.jpg,Vincent van Gogh,Alexey Venetsianov
74791.jpg,Gustave Dore,Vasily Polenov
48246.jpg,Boris Kustodiev,James McNeill Whistler
67327.jpg,Camille Pissarro,Viktor Vasnetsov
79596.jpg,Boris Kustodiev,Vasily Vereshchagin
46319.jpg,Camille Pissarro,Fyodor Vasilyev
93125.jpg,Eugene Boudin,Johan Hendrik Weissenbruch
66787.jpg,Edgar Degas,Konstantin Bogaevsky
21726.jpg,Vincent van Gogh,Karl Bodmer
91243.jpg,Pierre-Auguste Renoir,Henri Fantin-Latour
7040.jpg,Edgar Degas,William-Adolphe Bouguereau
44177.jpg,Theophile Steinlen,Laura Knight
69855.jpg,Edgar Degas,Robert Campin
34530.jpg,Theophile Steinlen,Vasile Kazar
19605.jpg,Pierre-Auguste Renoir,Pierre-Paul Prud'hon
48467.jpg,Pierre-Auguste Renoir,Pierre Bonnard
16815.jpg,Gustave Dore,Vasily Polenov
101558.jpg,Boris Kustodiev,Vasily Vereshchagin
20907.jpg,Camille Pissarro,Konstantin Korovin
85782.jpg,Gustave Dore,Ivan Shishkin
85012.jpg,Boris Kustodiev,Boris Kustodiev
22308.jpg,Camille Corot,Eugene Boudin
6987.jpg,Vincent van Gogh,Ilya Repin
1743.jpg,Edgar Degas,Stefan Dimitrescu
73075.jpg,Vincent van Gogh,Berthe Morisot
26414.jpg,Theophile Steinlen,Giotto
59363.jpg,Theophile Steinlen,Rene Bertholo
100851.jpg,Camille Pissarro,Wols
21019.jpg,Camille Pissarro,Lajos Gulacsy 
11861.jpg,Boris Kustodiev,Boris Kustodiev
65151.jpg,Edgar Degas,Sir Lawrence Alma-Tadema
74441.jpg,Eugene Boudin,Karl Bryullov
85758.jpg,Boris Kustodiev,"St. John the Baptist and the Donor, Heinrich Von Wer"
77811.jpg,Eugene Boudin,Francesco Guardi
82281.jpg,Boris Kustodiev,Limbourg brothers
28333.jpg,Theophile Steinlen,Egon Schiele
31029.jpg,Vincent van Gogh,Amedeo Modigliani
99272.jpg,Pierre-Auguste Renoir,Kuzma Petrov-Vodkin
77960.jpg,Pierre-Auguste Renoir,Georgios Jakobides
83625.jpg,Camille Pissarro,Jose Maria Velasco
50903.jpg,Vincent van Gogh,Eugene Delacroix
21773.jpg,Camille Corot,John Crome
95158.jpg,Theophile Steinlen,Andrea Solario
24260.jpg,Vincent van Gogh,Amedeo Modigliani
9106.jpg,Camille Pissarro,Pierre Bonnard
45419.jpg,Camille Pissarro,Aleksey Savrasov
101231.jpg,Eugene Boudin,Ivan Aivazovsky
98441.jpg,Vincent van Gogh,Fyodor Vasilyev
65134.jpg,Pierre-Auguste Renoir,Archibald Thorburn
73352.jpg,Pyotr Konchalovsky,Kuzma Petrov-Vodkin
23688.jpg,Gustave Dore,Ivan Shishkin
29386.jpg,Camille Corot,Konstantin Korovin
26301.jpg,Theophile Steinlen,Vasily Surikov
52799.jpg,Theophile Steinlen,Boris Kustodiev
59208.jpg,Theophile Steinlen,Ilya Repin
7361.jpg,Boris Kustodiev,Kees van Dongen
87235.jpg,Pierre-Auguste Renoir,Ilya Repin
4594.jpg,Gustave Dore,Gustave Dore
172.jpg,Camille Pissarro,Henri Martin
37790.jpg,Edgar Degas,Fra Angelico
77138.jpg,Edgar Degas,Thomas Sully
81230.jpg,Vincent van Gogh,Olexandr Archipenko
7331.jpg,Edgar Degas,Hans Baldung
4469.jpg,Camille Corot,Albert Bierstadt
51469.jpg,Vincent van Gogh,O. Louis Guglielmi
93899.jpg,Theophile Steinlen,John Cage
18976.jpg,Camille Pissarro,Jose Maria Velasco
37421.jpg,Edgar Degas,Henri Catargi
99820.jpg,Boris Kustodiev,Vladimir Makovsky
100014.jpg,Theophile Steinlen,Isaac Levitan
93821.jpg,Boris Kustodiev,Ivan Aivazovsky
61320.jpg,Camille Corot,Thomas Cole
84120.jpg,Camille Pissarro,Fyodor Bronnikov
41918.jpg,Boris Kustodiev,Ivan Aivazovsky
100701.jpg,Vincent van Gogh,Isaac Levitan
5515.jpg,Camille Corot,David Roberts
2235.jpg,Eugene Boudin,Franz Richard Unterberger
56615.jpg,Vincent van Gogh,Ivan Shishkin
84548.jpg,Boris Kustodiev,Alphonse Mucha
4568.jpg,Pierre-Auguste Renoir,Odilon Redon
11112.jpg,Boris Kustodiev,Boris Kustodiev
81266.jpg,Pyotr Konchalovsky,Jacques Villon
82076.jpg,Pyotr Konchalovsky,Maurice Prendergast
56558.jpg,Camille Corot,Frederic Edwin Church
31311.jpg,Pyotr Konchalovsky,garrett ames ledbetter
26990.jpg,Camille Corot,Hubert Robert
50866.jpg,Camille Pissarro,Arthur Streeton
16763.jpg,Camille Corot,Isaac van Ostade
24586.jpg,Boris Kustodiev,Ivan Kramskoy
59902.jpg,Gustave Dore,Gustave Dore
60533.jpg,Camille Corot,Camille Corot
11685.jpg,Pyotr Konchalovsky,George Pemba
72303.jpg,Camille Corot,Gustave Courbet
49053.jpg,Pierre-Auguste Renoir,Mary Cassatt
91045.jpg,Pierre-Auguste Renoir,Maurice Quentin de La Tour
100777.jpg,Pyotr Konchalovsky,Pyotr Konchalovsky
39100.jpg,Pierre-Auguste Renoir,Isaac Levitan
96078.jpg,Camille Pissarro,Isaac Levitan
3843.jpg,Vincent van Gogh,Nicolae Darascu
98576.jpg,Boris Kustodiev,Boris Kustodiev
4751.jpg,Vincent van Gogh,Konstantin Korovin
28055.jpg,Camille Pissarro,Francesco Guardi
32238.jpg,Camille Pissarro,Ivan Shishkin
75482.jpg,Boris Kustodiev,Arkhip Kuindzhi
80072.jpg,Boris Kustodiev,Charles M. Russell
19320.jpg,Edgar Degas,George Henry
39819.jpg,Camille Corot,William Hamilton
16811.jpg,Boris Kustodiev,Samuel Peploe
6289.jpg,Boris Kustodiev,Piero di Cosimo
9226.jpg,Theophile Steinlen,Gino Severini
54688.jpg,Edgar Degas,Sir Lawrence Alma-Tadema
4365.jpg,Theophile Steinlen,Tsuguharu Foujita
88045.jpg,Edgar Degas,Pierre Bonnard
251.jpg,Theophile Steinlen,Salvador Dali
59979.jpg,Theophile Steinlen,Egon Schiele
14926.jpg,Vincent van Gogh,Isaac Levitan
5002.jpg,Boris Kustodiev,Jean Alexandru Steriadi
8214.jpg,Edgar Degas,Gustave Dore
31383.jpg,Theophile Steinlen,Agnes Martin
25780.jpg,Camille Corot,George Morland
33084.jpg,Camille Corot,James Charles
25424.jpg,Theophile Steinlen,Eric Ravilious
11255.jpg,Edgar Degas,Luis Paret y Alcazar
46802.jpg,Boris Kustodiev,Alekos Kontopoulos 
62945.jpg,Theophile Steinlen,Zdislav Beksinski
52946.jpg,Vincent van Gogh,Qian Xuan
25592.jpg,Vincent van Gogh,Edouard Vuillard
80415.jpg,Vincent van Gogh,Toshi Yoshida
33725.jpg,Vincent van Gogh,John Atkinson Grimshaw
53240.jpg,Camille Corot,Willem Kalf
96258.jpg,Theophile Steinlen,Eric Ravilious
39662.jpg,Eugene Boudin,Isaac Levitan
45980.jpg,Theophile Steinlen,Boris Kustodiev
48178.jpg,Boris Kustodiev,Vladimir Makovsky
85716.jpg,Eugene Boudin,William Shayer
99605.jpg,Camille Corot,Aleksey Savrasov
8161.jpg,Pierre-Auguste Renoir,Alexey  Bogolyubov
88365.jpg,Theophile Steinlen,Egon Schiele
88875.jpg,Boris Kustodiev,Limbourg brothers
96939.jpg,Camille Pissarro,James Charles
96499.jpg,Pyotr Konchalovsky,Charles M. Russell
89639.jpg,Pyotr Konchalovsky,Maria Helena Vieira da Silva
73065.jpg,Theophile Steinlen,John Cage
81956.jpg,Boris Kustodiev,Leon Bakst
47810.jpg,Boris Kustodiev,Karl Bryullov
102817.jpg,Pyotr Konchalovsky,Zinaida Serebriakova
42498.jpg,Eugene Boudin,Vasily Surikov
18865.jpg,Vincent van Gogh,Boris Kustodiev
102815.jpg,Gustave Dore,Ivan Shishkin
17273.jpg,Camille Pissarro,Ivan Shishkin
35880.jpg,Boris Kustodiev,Egon Schiele
43887.jpg,Camille Corot,Francesco Guardi
76879.jpg,Camille Pissarro,Carl Larsson
64603.jpg,Boris Kustodiev,Ilya Repin
54448.jpg,Boris Kustodiev,Boris Kustodiev
38469.jpg,Camille Corot,Gustave Dore
16368.jpg,Gustave Dore,Vasily Vereshchagin
32550.jpg,Pierre-Auguste Renoir,William Merritt Chase
72606.jpg,Camille Pissarro,Edward Burne-Jones
8389.jpg,Camille Corot,William Collins
72517.jpg,Vincent van Gogh,Ilka Gedo
45941.jpg,Theophile Steinlen,Salvador Dali
68530.jpg,Pyotr Konchalovsky,Jean Metzinger
96434.jpg,Pierre-Auguste Renoir,Antoine Blanchard
88807.jpg,Theophile Steinlen,Edward Lear
66975.jpg,Edgar Degas,Egon Schiele
88438.jpg,Theophile Steinlen,Francisco Goya
100581.jpg,Gustave Dore,Francisco Goya
20505.jpg,Gustave Dore,Francisco Goya
25633.jpg,Gustave Dore,Francisco Goya
47531.jpg,Gustave Dore,Francisco Goya
60925.jpg,Gustave Dore,Francisco Goya
90598.jpg,Gustave Dore,Francisco Goya
82414.jpg,Gustave Dore,Francisco Goya
61214.jpg,Gustave Dore,Francisco Goya
52418.jpg,Gustave Dore,Francisco Goya
59352.jpg,Gustave Dore,Francisco Goya
12633.jpg,Gustave Dore,Francisco Goya
26143.jpg,Camille Corot,Thomas Pollock Anshutz
22426.jpg,Eugene Boudin,Francesco Guardi
4942.jpg,Boris Kustodiev,Michelangelo
44547.jpg,Edgar Degas,Peter Paul Rubens
82876.jpg,Edgar Degas,Zinaida Serebriakova
48530.jpg,Theophile Steinlen,Isaac Levitan
91179.jpg,Boris Kustodiev,Boris Kustodiev
18732.jpg,Vincent van Gogh,Fyodor Vasilyev
58073.jpg,Boris Kustodiev,Vladimir Makovsky
3072.jpg,Vincent van Gogh,Isaac Levitan
28054.jpg,Theophile Steinlen,Raphael Kirchner
96689.jpg,Edgar Degas,Robert Henri
79894.jpg,Pierre-Auguste Renoir,Caravaggio
15317.jpg,Vincent van Gogh,Robert Campin
62705.jpg,Pyotr Konchalovsky,Henri Martin
25826.jpg,Pierre-Auguste Renoir,Max Slevogt
56052.jpg,Boris Kustodiev,Adolph Menzel
68875.jpg,Edgar Degas,Peter Paul Rubens
70305.jpg,Camille Pissarro,Alfred Sisley
60748.jpg,Boris Kustodiev,Bui Xuan Phai
40620.jpg,Camille Pissarro,Vasily Polenov
80200.jpg,Edgar Degas,David Scott
1689.jpg,Camille Corot,George Henry
63012.jpg,Camille Corot,James Charles
14556.jpg,Pyotr Konchalovsky,Frederic Bazille
15292.jpg,Camille Pissarro,Isaac Levitan
